#v P
0	0
0.025841219	39.44535683
0.037057482	55.03336824
0.046005949	66.5129651
0.05383056	75.80950043
0.060966395	83.68246813
0.067632638	90.52818246
0.073957214	96.58599307
0.080022043	102.0143144
0.085883077	106.9248227
0.091580409	111.3999683
0.097143858	115.5028112
0.102596276	119.2829439
0.107955625	122.7802566
0.113236325	126.0274383
0.11845017	129.0516992
0.12360697	131.8759926
0.128715011	134.5199055
0.133781385	137.0003202
0.138812242	139.3319171
0.143812984	141.5275624
0.148788404	143.5986115
0.153742806	145.5551501
0.158680095	147.406187
0.163603844	149.159811
0.168517357	150.8233197
0.173423713	152.4033252
0.178325808	153.9058423
0.183226384	155.3363631
0.188128057	156.6999188
0.193033338	158.0011334
0.197944654	159.2442687
0.20286436	160.4332635
0.207794758	161.5717667
0.212738103	162.6631668
0.217696614	163.7106171
0.222672486	164.7170576
0.227667893	165.6852345
0.232684996	166.6177172
0.237725949	167.5169133
0.242792901	168.3850816
0.247888004	169.2243444
0.253013414	170.0366972
0.258171294	170.8240188
0.263363816	171.5880788
0.268593168	172.3305455
0.273861547	173.0529926
0.279171171	173.7569048
0.284524272	174.4436832
0.289923101	175.1146505

